"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61","NA62","NA63","NA64","NA65","NA66","NA67","NA68","NA69","NA70","NA71","NA72","NA73","NA74","NA75"
"691","P18_A_COMPU_Que_sea_c_modo_para_cargar___n","88","33.5","79","32.8","9","40.9","7","38.9","81","33.1","46","43","42","26.9","0","0","88","33.7","13","41.9","75","32.3","42","26.9","46","43","46","35.1","42","31.8","0","NaN","40","38.8","18","29.5","16","30.8","12","34.3","2","16.7","0","NaN","28","38.9","27","30.3","20","28.6","13","40.6","6","10","6","17.1","13","37.1","19","38","20","42.6","24","66.7","33","31.1","15","31.9","8","38.1","32","36","0","NaN"
"692","P18_A_COMPU_En_el_color___dise_o","88","33.5","82","34","6","27.3","8","44.4","80","32.7","42","39.3","46","29.5","1","50","87","33.3","8","25.8","80","34.5","46","29.5","42","39.3","48","36.6","40","30.3","0","NaN","46","44.7","17","27.9","11","21.2","10","28.6","4","33.3","0","NaN","31","43.1","26","29.2","22","31.4","9","28.1","12","20","9","25.7","12","34.3","15","30","16","34","24","66.7","31","29.2","16","34","5","23.8","36","40.4","0","NaN"
"693","P18_A_COMPU_Que_sea_f_cil_de_usar","91","34.6","83","34.4","8","36.4","9","50","82","33.5","43","40.2","48","30.8","1","50","90","34.5","9","29","82","35.3","48","30.8","43","40.2","44","33.6","47","35.6","0","NaN","38","36.9","25","41","13","25","11","31.4","4","33.3","0","NaN","22","30.6","30","33.7","29","41.4","10","31.2","6","10","16","45.7","10","28.6","16","32","24","51.1","19","52.8","41","38.7","15","31.9","13","61.9","22","24.7","0","NaN"
"694","P18_A_COMPU_Otra__Especificar","12","4.6","11","4.6","1","4.5","0","0","12","4.9","3","2.8","9","5.8","0","0","12","4.6","1","3.2","11","4.7","9","5.8","3","2.8","3","2.3","9","6.8","0","NaN","4","3.9","2","3.3","2","3.8","3","8.6","1","8.3","0","NaN","6","8.3","1","1.1","4","5.7","1","3.1","6","10","3","8.6","1","2.9","1","2","0","0","1","2.8","3","2.8","2","4.3","2","9.5","5","5.6","0","NaN"
"695","P18_A_COMPU_No_sabe___no_contest","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"696","Total","263","100","241","100","22","100","18","100","245","100","107","100","156","100","2","100","261","100","31","100","232","100","156","100","107","100","131","100","132","100","0","NaN","103","100","61","100","52","100","35","100","12","100","0","NaN","72","100","89","100","70","100","32","100","60","100","35","100","35","100","50","100","47","100","36","100","106","100","47","100","21","100","89","100","0","NaN"
"697",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"698","P18b_CEL","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"699","Lo vendería","624","55.9","624","56","0","0","20","64.5","604","55.6","53","60.2","571","55.5","0","0","624","56","49","54.4","575","56","92","59.4","532","55.3","304","55.1","320","56.6","0","NaN","117","55.7","133","60.5","158","60.1","134","53.4","82","47.4","0","NaN","154","63.9","269","65","138","48.6","63","35.4","172","72.6","86","48","96","60.4","111","60.7","75","41.9","84","46.7","201","46.9","194","63.8","41","43.6","188","64.8","0","NaN"
"700","Lo regalaría","493","44.1","491","44","2","100","11","35.5","482","44.4","35","39.8","458","44.5","2","100","491","44","41","45.6","452","44","63","40.6","430","44.7","248","44.9","245","43.4","0","NaN","93","44.3","87","39.5","105","39.9","117","46.6","91","52.6","0","NaN","87","36.1","145","35","146","51.4","115","64.6","65","27.4","93","52","63","39.6","72","39.3","104","58.1","96","53.3","228","53.1","110","36.2","53","56.4","102","35.2","0","NaN"
"701","Total","1117","100","1115","100","2","100","31","100","1086","100","88","100","1029","100","2","100","1115","100","90","100","1027","100","155","100","962","100","552","100","565","100","0","NaN","210","100","220","100","263","100","251","100","173","100","0","NaN","241","100","414","100","284","100","178","100","237","100","179","100","159","100","183","100","179","100","180","100","429","100","304","100","94","100","290","100","0","NaN"
"702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"703","P18b2_CEL","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"704","Familiar","477","42.7","475","42.6","2","100","11","35.5","466","42.9","38","43.2","439","42.7","2","100","475","42.6","42","46.7","435","42.4","63","40.6","414","43","239","43.3","238","42.1","0","NaN","87","41.4","87","39.5","107","40.7","121","48.2","75","43.4","0","NaN","84","34.9","146","35.3","151","53.2","96","53.9","69","29.1","98","54.7","62","39","67","36.6","101","56.4","80","44.4","227","52.9","116","38.2","46","48.9","88","30.3","0","NaN"
"705","Amigo","316","28.3","316","28.3","0","0","8","25.8","308","28.4","20","22.7","296","28.8","0","0","316","28.3","20","22.2","296","28.8","53","34.2","263","27.3","153","27.7","163","28.8","0","NaN","53","25.2","58","26.4","67","25.5","74","29.5","64","37","0","NaN","73","30.3","131","31.6","68","23.9","44","24.7","95","40.1","26","14.5","43","27","53","29","39","21.8","60","33.3","92","21.4","98","32.2","15","16","111","38.3","0","NaN"
"706","Otro","324","29","324","29.1","0","0","12","38.7","312","28.7","30","34.1","294","28.6","0","0","324","29.1","28","31.1","296","28.8","39","25.2","285","29.6","160","29","164","29","0","NaN","70","33.3","75","34.1","89","33.8","56","22.3","34","19.7","0","NaN","84","34.9","137","33.1","65","22.9","38","21.3","73","30.8","55","30.7","54","34","63","34.4","39","21.8","40","22.2","110","25.6","90","29.6","33","35.1","91","31.4","0","NaN"
"707","Total","1117","100","1115","100","2","100","31","100","1086","100","88","100","1029","100","2","100","1115","100","90","100","1027","100","155","100","962","100","552","100","565","100","0","NaN","210","100","220","100","263","100","251","100","173","100","0","NaN","241","100","414","100","284","100","178","100","237","100","179","100","159","100","183","100","179","100","180","100","429","100","304","100","94","100","290","100","0","NaN"
"708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"709","P18b_TABLET","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"710","Lo vendería","84","62.7","75","62","9","69.2","31","70.5","53","58.9","8","42.1","76","66.1","0","NaN","84","62.7","53","58.9","31","70.5","16","53.3","68","65.4","42","60.9","42","64.6","0","NaN","20","54.1","22","73.3","21","60","15","62.5","6","75","0","NaN","20","58.8","39","76.5","19","50","6","54.5","17","65.4","8","80","10","66.7","11","57.9","21","58.3","17","60.7","34","56.7","24","75","6","75","20","58.8","0","NaN"
"711","Lo regalaría","50","37.3","46","38","4","30.8","13","29.5","37","41.1","11","57.9","39","33.9","0","NaN","50","37.3","37","41.1","13","29.5","14","46.7","36","34.6","27","39.1","23","35.4","0","NaN","17","45.9","8","26.7","14","40","9","37.5","2","25","0","NaN","14","41.2","12","23.5","19","50","5","45.5","9","34.6","2","20","5","33.3","8","42.1","15","41.7","11","39.3","26","43.3","8","25","2","25","14","41.2","0","NaN"
"712","Total","134","100","121","100","13","100","44","100","90","100","19","100","115","100","0","NaN","134","100","90","100","44","100","30","100","104","100","69","100","65","100","0","NaN","37","100","30","100","35","100","24","100","8","100","0","NaN","34","100","51","100","38","100","11","100","26","100","10","100","15","100","19","100","36","100","28","100","60","100","32","100","8","100","34","100","0","NaN"
"713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"714","P18b2_TABLET","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"715","Familiar","52","38.8","47","38.8","5","38.5","15","34.1","37","41.1","12","63.2","40","34.8","0","NaN","52","38.8","37","41.1","15","34.1","13","43.3","39","37.5","33","47.8","19","29.2","0","NaN","13","35.1","12","40","14","40","10","41.7","3","37.5","0","NaN","16","47.1","15","29.4","18","47.4","3","27.3","10","38.5","3","30","6","40","6","31.6","16","44.4","11","39.3","24","40","10","31.2","2","25","16","47.1","0","NaN"
"716","Amigo","40","29.9","35","28.9","5","38.5","12","27.3","28","31.1","1","5.3","39","33.9","0","NaN","40","29.9","28","31.1","12","27.3","8","26.7","32","30.8","18","26.1","22","33.8","0","NaN","10","27","8","26.7","7","20","11","45.8","4","50","0","NaN","7","20.6","20","39.2","9","23.7","4","36.4","7","26.9","2","20","3","20","5","26.3","14","38.9","9","32.1","17","28.3","15","46.9","1","12.5","7","20.6","0","NaN"
"717","Otro","42","31.3","39","32.2","3","23.1","17","38.6","25","27.8","6","31.6","36","31.3","0","NaN","42","31.3","25","27.8","17","38.6","9","30","33","31.7","18","26.1","24","36.9","0","NaN","14","37.8","10","33.3","14","40","3","12.5","1","12.5","0","NaN","11","32.4","16","31.4","11","28.9","4","36.4","9","34.6","5","50","6","40","8","42.1","6","16.7","8","28.6","19","31.7","7","21.9","5","62.5","11","32.4","0","NaN"
"718","Total","134","100","121","100","13","100","44","100","90","100","19","100","115","100","0","NaN","134","100","90","100","44","100","30","100","104","100","69","100","65","100","0","NaN","37","100","30","100","35","100","24","100","8","100","0","NaN","34","100","51","100","38","100","11","100","26","100","10","100","15","100","19","100","36","100","28","100","60","100","32","100","8","100","34","100","0","NaN"
"719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720","P18b_COMPU","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"721","Lo vendería","177","67.3","162","67.2","15","68.2","10","55.6","167","68.2","73","68.2","104","66.7","2","100","175","67","17","54.8","160","69","104","66.7","73","68.2","88","67.2","89","67.4","0","NaN","64","62.1","46","75.4","36","69.2","25","71.4","6","50","0","NaN","46","63.9","69","77.5","47","67.1","15","46.9","44","73.3","22","62.9","26","74.3","38","76","26","55.3","21","58.3","63","59.4","37","78.7","14","66.7","63","70.8","0","NaN"
"722","Lo regalaría","86","32.7","79","32.8","7","31.8","8","44.4","78","31.8","34","31.8","52","33.3","0","0","86","33","14","45.2","72","31","52","33.3","34","31.8","43","32.8","43","32.6","0","NaN","39","37.9","15","24.6","16","30.8","10","28.6","6","50","0","NaN","26","36.1","20","22.5","23","32.9","17","53.1","16","26.7","13","37.1","9","25.7","12","24","21","44.7","15","41.7","43","40.6","10","21.3","7","33.3","26","29.2","0","NaN"
"723","Total","263","100","241","100","22","100","18","100","245","100","107","100","156","100","2","100","261","100","31","100","232","100","156","100","107","100","131","100","132","100","0","NaN","103","100","61","100","52","100","35","100","12","100","0","NaN","72","100","89","100","70","100","32","100","60","100","35","100","35","100","50","100","47","100","36","100","106","100","47","100","21","100","89","100","0","NaN"
"724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"725","P18b2_COMPU","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
